10/13/2022 9:34:23 AM, MES ON
10/13/2022 9:34:26 AM, PLC CONNECT NG
10/13/2022 9:34:28 AM, LOCK ON
10/13/2022 9:34:28 AM, FORM OPEN COMPLETED
10/13/2022 9:34:36 AM, Oracel setting thay đổi
10/13/2022 9:34:49 AM, SCANNER#1 CONNECT NG
10/13/2022 9:35:10 AM, SCANNER#2 CONNECT NG
10/13/2022 9:35:24 AM, Oracel setting thay đổi
10/13/2022 9:35:35 AM, Oracel setting thay đổi
10/13/2022 9:35:36 AM, Oracel setting thay đổi
10/13/2022 9:35:37 AM, Oracel setting thay đổi
10/13/2022 9:35:38 AM, Oracel setting thay đổi
10/13/2022 9:35:38 AM, Oracel setting thay đổi
10/13/2022 9:35:38 AM, Oracel setting thay đổi
10/13/2022 9:35:38 AM, Oracel setting thay đổi
10/13/2022 9:35:38 AM, Oracel setting thay đổi
10/13/2022 9:35:38 AM, Oracel setting thay đổi
10/13/2022 9:36:13 AM, MES ON
10/13/2022 9:36:16 AM, PLC CONNECT NG
10/13/2022 9:36:17 AM, LOCK ON
10/13/2022 9:36:18 AM, FORM OPEN COMPLETED
10/13/2022 9:36:39 AM, SCANNER#1 CONNECT NG
10/13/2022 9:36:45 AM, FORM CLOSED
10/13/2022 9:40:47 AM, MES ON
10/13/2022 9:40:50 AM, PLC CONNECT NG
10/13/2022 9:40:51 AM, LOCK ON
10/13/2022 9:40:51 AM, FORM OPEN COMPLETED
10/13/2022 9:41:12 AM, FORM CLOSED
10/13/2022 10:52:37 AM, MES ON
10/13/2022 10:52:40 AM, PLC CONNECT NG
10/13/2022 10:52:41 AM, LOCK ON
10/13/2022 10:52:41 AM, FORM OPEN COMPLETED
10/13/2022 10:53:02 AM, SCANNER#1 CONNECT NG
10/13/2022 10:53:23 AM, SCANNER#2 CONNECT NG
10/13/2022 10:53:37 AM, FORM CLOSED
10/13/2022 10:56:24 AM, MES ON
10/13/2022 10:56:27 AM, PLC CONNECT NG
10/13/2022 10:56:28 AM, LOCK ON
10/13/2022 10:56:28 AM, FORM OPEN COMPLETED
10/13/2022 10:56:49 AM, SCANNER#1 CONNECT NG
10/13/2022 10:57:06 AM, LOCK OFF
10/13/2022 10:57:11 AM, SCANNER#2 CONNECT NG
10/13/2022 10:57:14 AM, ADMIN INPUT
10/13/2022 10:57:14 AM, LOCK ON
10/13/2022 10:57:21 AM, Oracel setting thay đổi
10/13/2022 10:57:25 AM, Oracel setting thay đổi
10/13/2022 10:57:28 AM, FORM CLOSED
10/13/2022 10:57:35 AM, MES ON
10/13/2022 10:57:38 AM, PLC CONNECT NG
10/13/2022 10:57:39 AM, LOCK ON
10/13/2022 10:57:39 AM, FORM OPEN COMPLETED
10/13/2022 10:58:00 AM, SCANNER#1 CONNECT NG
10/13/2022 10:58:21 AM, SCANNER#2 CONNECT NG
10/13/2022 11:00:23 AM, FORM CLOSED
10/13/2022 11:05:54 AM, MES ON
10/13/2022 11:05:57 AM, PLC CONNECT NG
10/13/2022 11:05:58 AM, LOCK ON
10/13/2022 11:05:58 AM, FORM OPEN COMPLETED
10/13/2022 11:06:19 AM, SCANNER#1 CONNECT NG
10/13/2022 11:06:40 AM, SCANNER#2 CONNECT NG
10/13/2022 11:06:41 AM, FORM CLOSED
10/13/2022 1:42:17 PM, MES ON
10/13/2022 1:42:19 PM, PLC CONNECT NG
10/13/2022 1:42:21 PM, LOCK ON
10/13/2022 1:42:21 PM, FORM OPEN COMPLETED
10/13/2022 1:42:42 PM, SCANNER#1 CONNECT NG
10/13/2022 1:42:44 PM, FORM CLOSED
10/13/2022 1:44:19 PM, MES ON
10/13/2022 1:44:22 PM, PLC CONNECT NG
10/13/2022 1:44:24 PM, LOCK ON
10/13/2022 1:44:24 PM, FORM OPEN COMPLETED
10/13/2022 1:44:33 PM, FORM CLOSED
10/13/2022 1:48:03 PM, MES ON
10/13/2022 1:48:05 PM, PLC CONNECT NG
10/13/2022 1:48:07 PM, LOCK ON
10/13/2022 1:48:07 PM, FORM OPEN COMPLETED
10/13/2022 1:48:28 PM, SCANNER#1 CONNECT NG
10/13/2022 1:48:40 PM, FORM CLOSED
10/13/2022 1:51:55 PM, MES ON
10/13/2022 1:51:57 PM, PLC CONNECT NG
10/13/2022 1:51:58 PM, LOCK ON
10/13/2022 1:51:58 PM, FORM OPEN COMPLETED
10/13/2022 1:52:13 PM, LOAD TO PLC OK
10/13/2022 1:52:19 PM, SCANNER#1 CONNECT NG
10/13/2022 1:52:41 PM, SCANNER#2 CONNECT NG
10/13/2022 1:52:43 PM, FORM CLOSED
10/13/2022 4:43:03 PM, MES ON
10/13/2022 4:43:06 PM, PLC CONNECT NG
10/13/2022 4:43:07 PM, LOCK ON
10/13/2022 4:43:07 PM, FORM OPEN COMPLETED
10/13/2022 4:43:12 PM, LOCK OFF
10/13/2022 4:43:20 PM, ADMIN INPUT
10/13/2022 4:43:20 PM, LOCK ON
10/13/2022 4:43:23 PM, Oracel setting thay đổi
10/13/2022 4:43:28 PM, SCANNER#1 CONNECT NG
10/13/2022 4:43:31 PM, Oracel setting thay đổi
10/13/2022 4:43:31 PM, Oracel setting thay đổi
10/13/2022 4:43:32 PM, Oracel setting thay đổi
10/13/2022 4:43:32 PM, Oracel setting thay đổi
10/13/2022 4:43:33 PM, Oracel setting thay đổi
10/13/2022 4:43:33 PM, Oracel setting thay đổi
10/13/2022 4:43:33 PM, Oracel setting thay đổi
10/13/2022 4:43:33 PM, Oracel setting thay đổi
10/13/2022 4:43:33 PM, Oracel setting thay đổi
10/13/2022 4:43:33 PM, Oracel setting thay đổi
10/13/2022 4:43:34 PM, Oracel setting thay đổi
10/13/2022 4:43:37 PM, Oracel setting thay đổi
10/13/2022 4:43:37 PM, Oracel setting thay đổi
10/13/2022 4:43:37 PM, Oracel setting thay đổi
10/13/2022 4:43:37 PM, Oracel setting thay đổi
10/13/2022 4:43:37 PM, Oracel setting thay đổi
10/13/2022 4:43:42 PM, FORM CLOSED
10/13/2022 4:54:16 PM, MES ON
10/13/2022 4:54:18 PM, PLC CONNECT NG
10/13/2022 4:54:19 PM, LOCK ON
10/13/2022 4:54:19 PM, FORM OPEN COMPLETED
10/13/2022 4:54:23 PM, LOCK OFF
10/13/2022 4:54:31 PM, ADMIN INPUT
10/13/2022 4:54:31 PM, LOCK ON
10/13/2022 4:54:36 PM, Oracel setting thay đổi
10/13/2022 4:54:40 PM, SCANNER#1 CONNECT NG
10/13/2022 4:55:01 PM, SCANNER#2 CONNECT NG
10/13/2022 4:55:11 PM, Oracel setting thay đổi
10/13/2022 4:55:13 PM, Oracel setting thay đổi
10/13/2022 4:55:14 PM, Oracel setting thay đổi
10/13/2022 4:55:14 PM, Oracel setting thay đổi
10/13/2022 4:55:14 PM, Oracel setting thay đổi
10/13/2022 4:55:15 PM, Oracel setting thay đổi
10/13/2022 4:55:15 PM, Oracel setting thay đổi
10/13/2022 4:55:15 PM, Oracel setting thay đổi
10/13/2022 4:55:15 PM, Oracel setting thay đổi
10/13/2022 4:55:19 PM, FORM CLOSED
10/13/2022 4:55:25 PM, MES ON
10/13/2022 4:55:28 PM, PLC CONNECT NG
10/13/2022 4:55:38 PM, ADMIN INPUT
10/13/2022 4:55:38 PM, LOCK ON
10/13/2022 4:55:38 PM, FORM OPEN COMPLETED
10/13/2022 4:55:59 PM, SCANNER#1 CONNECT NG
10/13/2022 4:56:08 PM, Oracel setting thay đổi
10/13/2022 4:56:13 PM, Oracel setting thay đổi
10/13/2022 4:56:15 PM, Oracel setting thay đổi
10/13/2022 4:56:16 PM, Oracel setting thay đổi
10/13/2022 4:56:16 PM, Oracel setting thay đổi
10/13/2022 4:56:16 PM, Oracel setting thay đổi
10/13/2022 4:56:16 PM, Oracel setting thay đổi
10/13/2022 4:56:17 PM, Oracel setting thay đổi
10/13/2022 4:56:17 PM, Oracel setting thay đổi
10/13/2022 4:56:17 PM, Oracel setting thay đổi
10/13/2022 4:56:17 PM, Oracel setting thay đổi
10/13/2022 4:56:17 PM, Oracel setting thay đổi
10/13/2022 4:56:17 PM, Oracel setting thay đổi
10/13/2022 4:56:17 PM, Oracel setting thay đổi
10/13/2022 4:56:18 PM, Oracel setting thay đổi
10/13/2022 4:56:18 PM, Oracel setting thay đổi
10/13/2022 4:56:18 PM, Oracel setting thay đổi
10/13/2022 4:56:20 PM, SCANNER#2 CONNECT NG
10/13/2022 4:56:22 PM, Oracel setting thay đổi
10/13/2022 4:56:45 PM, LOAD TO PLC OK
10/13/2022 4:58:35 PM, FORM CLOSED
10/13/2022 4:59:15 PM, MES ON
10/13/2022 4:59:18 PM, PLC CONNECT NG
10/13/2022 4:59:19 PM, LOCK ON
10/13/2022 4:59:19 PM, FORM OPEN COMPLETED
10/13/2022 4:59:40 PM, SCANNER#1 CONNECT NG
10/13/2022 5:00:01 PM, SCANNER#2 CONNECT NG
10/13/2022 5:00:19 PM, FORM CLOSED
10/17/2022 2:52:20 PM, MES ON
10/17/2022 2:52:23 PM, PLC CONNECT NG
10/17/2022 2:52:28 PM, LOCK ON
10/17/2022 2:52:28 PM, FORM OPEN COMPLETED
10/17/2022 2:52:49 PM, SCANNER#1 CONNECT NG
10/17/2022 2:53:18 PM, SCANNER#2 CONNECT NG
10/17/2022 2:55:04 PM, MES ON
10/17/2022 2:55:06 PM, PLC CONNECT NG
10/17/2022 2:55:07 PM, LOCK ON
10/17/2022 2:55:07 PM, FORM OPEN COMPLETED
10/17/2022 2:55:28 PM, SCANNER#1 CONNECT NG
10/17/2022 2:55:49 PM, SCANNER#2 CONNECT NG
10/17/2022 2:56:02 PM, FORM CLOSED
10/17/2022 3:26:29 PM, MES ON
10/17/2022 3:26:32 PM, PLC CONNECT NG
10/17/2022 3:26:33 PM, LOCK ON
10/17/2022 3:26:33 PM, FORM OPEN COMPLETED
10/17/2022 3:26:40 PM, FORM CLOSED
10/17/2022 3:27:21 PM, MES ON
10/17/2022 3:27:24 PM, PLC CONNECT NG
10/17/2022 3:27:25 PM, LOCK ON
10/17/2022 3:27:25 PM, FORM OPEN COMPLETED
10/17/2022 3:27:38 PM, FORM CLOSED
10/17/2022 3:27:47 PM, MES ON
10/17/2022 3:27:50 PM, PLC CONNECT NG
10/17/2022 3:27:51 PM, LOCK ON
10/17/2022 3:27:51 PM, FORM OPEN COMPLETED
10/17/2022 3:28:51 PM, SCANNER#1 CONNECT NG
10/17/2022 3:33:33 PM, MES ON
10/17/2022 3:33:36 PM, PLC CONNECT NG
10/17/2022 3:33:37 PM, LOCK ON
10/17/2022 3:33:37 PM, FORM OPEN COMPLETED
10/17/2022 3:33:58 PM, SCANNER#1 CONNECT NG
10/17/2022 3:34:04 PM, FORM CLOSED
10/17/2022 3:36:30 PM, MES ON
10/17/2022 3:36:33 PM, PLC CONNECT NG
10/17/2022 3:36:35 PM, LOCK ON
10/17/2022 3:36:35 PM, FORM OPEN COMPLETED
10/17/2022 3:37:11 PM, SCANNER#1 CONNECT NG
10/17/2022 3:37:44 PM, SCANNER#2 CONNECT NG
10/17/2022 3:39:42 PM, MES ON
10/17/2022 3:39:45 PM, PLC CONNECT NG
10/17/2022 3:39:46 PM, LOCK ON
10/17/2022 3:39:46 PM, FORM OPEN COMPLETED
10/17/2022 3:40:07 PM, SCANNER#1 CONNECT NG
10/17/2022 3:40:57 PM, MES ON
10/17/2022 3:41:00 PM, PLC CONNECT NG
10/17/2022 3:41:01 PM, LOCK ON
10/17/2022 3:41:01 PM, FORM OPEN COMPLETED
10/17/2022 3:41:30 PM, SCANNER#1 CONNECT NG
10/17/2022 3:42:11 PM, SCANNER#2 CONNECT NG
10/17/2022 3:43:18 PM, FORM CLOSED
10/17/2022 3:43:45 PM, MES ON
10/17/2022 3:43:48 PM, PLC CONNECT NG
10/17/2022 3:43:49 PM, LOCK ON
10/17/2022 3:43:49 PM, FORM OPEN COMPLETED
10/17/2022 3:44:10 PM, SCANNER#1 CONNECT NG
10/17/2022 3:44:31 PM, SCANNER#2 CONNECT NG
10/17/2022 3:44:32 PM, FORM CLOSED
10/17/2022 3:45:26 PM, MES ON
10/17/2022 3:45:29 PM, PLC CONNECT NG
10/17/2022 3:45:30 PM, LOCK ON
10/17/2022 3:45:30 PM, FORM OPEN COMPLETED
10/17/2022 3:45:51 PM, SCANNER#1 CONNECT NG
10/17/2022 3:46:12 PM, SCANNER#2 CONNECT NG
10/17/2022 3:46:49 PM, FORM CLOSED
10/17/2022 3:49:19 PM, MES ON
10/17/2022 3:49:22 PM, PLC CONNECT NG
10/17/2022 3:49:23 PM, LOCK ON
10/17/2022 3:49:23 PM, FORM OPEN COMPLETED
10/17/2022 3:49:45 PM, SCANNER#1 CONNECT NG
10/17/2022 3:50:06 PM, SCANNER#2 CONNECT NG
10/17/2022 4:01:53 PM, FORM CLOSED
10/17/2022 4:15:38 PM, MES ON
10/17/2022 4:15:44 PM, PLC CONNECT NG
10/17/2022 4:15:45 PM, LOCK ON
10/17/2022 4:15:45 PM, FORM OPEN COMPLETED
10/17/2022 4:16:20 PM, SCANNER#1 CONNECT NG
10/17/2022 4:16:22 PM, FORM CLOSED
10/17/2022 4:20:03 PM, MES ON
10/17/2022 4:20:09 PM, PLC CONNECT NG
10/17/2022 4:20:10 PM, LOCK ON
10/17/2022 4:20:10 PM, FORM OPEN COMPLETED
10/17/2022 4:20:52 PM, MES ON
10/17/2022 4:20:58 PM, PLC CONNECT NG
10/17/2022 4:20:59 PM, LOCK ON
10/17/2022 4:20:59 PM, FORM OPEN COMPLETED
10/17/2022 5:36:52 PM, MES ON
10/17/2022 5:37:29 PM, MES ON
10/17/2022 5:37:32 PM, PLC CONNECT NG
10/17/2022 5:37:33 PM, LOCK ON
10/17/2022 5:37:33 PM, FORM OPEN COMPLETED
10/17/2022 5:37:54 PM, SCANNER#1 CONNECT NG
10/17/2022 5:39:11 PM, MES ON
10/17/2022 5:39:14 PM, PLC CONNECT NG
10/17/2022 5:39:16 PM, LOCK ON
10/17/2022 5:39:16 PM, FORM OPEN COMPLETED
10/17/2022 5:39:37 PM, SCANNER#1 CONNECT NG
10/17/2022 5:40:19 PM, SCANNER#2 CONNECT NG
10/17/2022 5:41:18 PM, FORM CLOSED
10/17/2022 5:41:39 PM, MES ON
10/17/2022 5:41:42 PM, PLC CONNECT NG
10/17/2022 5:41:43 PM, LOCK ON
10/17/2022 5:41:43 PM, FORM OPEN COMPLETED
10/17/2022 5:42:04 PM, SCANNER#1 CONNECT NG
10/17/2022 5:42:25 PM, SCANNER#2 CONNECT NG
10/17/2022 5:43:16 PM, FORM CLOSED
10/17/2022 5:52:27 PM, MES ON
10/17/2022 5:52:30 PM, PLC CONNECT NG
10/17/2022 5:52:31 PM, LOCK ON
10/17/2022 5:52:31 PM, FORM OPEN COMPLETED
10/17/2022 5:52:52 PM, SCANNER#1 CONNECT NG
10/17/2022 5:53:12 PM, FORM CLOSED
10/17/2022 5:54:46 PM, MES ON
10/17/2022 5:54:49 PM, PLC CONNECT NG
10/17/2022 5:54:50 PM, LOCK ON
10/17/2022 5:54:51 PM, FORM OPEN COMPLETED
10/17/2022 5:55:12 PM, SCANNER#1 CONNECT NG
10/17/2022 5:55:33 PM, SCANNER#2 CONNECT NG
10/17/2022 5:55:59 PM, FORM CLOSED
10/18/2022 8:17:21 AM, MES ON
10/18/2022 8:17:24 AM, PLC CONNECT NG
10/18/2022 8:17:25 AM, LOCK ON
10/18/2022 8:17:26 AM, FORM OPEN COMPLETED
10/18/2022 8:17:47 AM, SCANNER#1 CONNECT NG
10/18/2022 8:18:08 AM, SCANNER#2 CONNECT NG
10/18/2022 8:18:09 AM, FORM CLOSED
10/18/2022 8:20:00 AM, MES ON
10/18/2022 8:20:06 AM, PLC CONNECT NG
10/18/2022 8:20:08 AM, LOCK ON
10/18/2022 8:20:56 AM, FORM OPEN COMPLETED
10/18/2022 8:21:17 AM, SCANNER#2 CONNECT NG
10/18/2022 8:22:45 AM, MES ON
